video_id,user_id,views,captions,subtitles,top_comments,likes,comment_count,shares,saved_count,viewer_retention_percentage,cluster,sentiment_quality_score,analyzed_comments_count,score_interpretation,quality_sentiment_multiplier,score_edu_kw,score_edu_zs,score_eco_kw,score_eco_zs,score_educational,score_eco,total_score_raw,total_score,social_value_multiplier,quality_flag,engagement_rate,viral_coefficient,save_rate,overall_quality_score,norm_likes,norm_comment_count,norm_shares,norm_saved_count,norm_viewer_retention_percentage,norm_sentiment_quality_score,norm_engagement_rate,norm_viral_coefficient,norm_save_rate,norm_overall_quality_score,video_score,category_total_score,video_money
2001,1,14055,"fps, gaming",Here’s a ranked gaming match with commentary on positioning and decision making.,"Not useful at all. | Too repetitive and unoriginal. | Disliked the presentation style. | Really boring, I didn't enjoy this. | Poor quality, needs improvement.",1195,94,89,194,37.2,12,0.5,0,Average,1.0,0.5,0.18022431433200836,0.5,0.0011203810572624207,0.27615702003240583,0.1507842667400837,0.21347064338624477,0.2248072009998247,0.944961440199965,True,0.09804340092493774,0.006332266097474209,0.013802917111348274,0.4488,1.0,1.0,1.0,1.0,0.0,0.5,0.16060803415706412,0.687265065870349,1.0,0.0,0.5662425623909945,1.992775840477299,1956.6346357975044
2014,10,5964,"homemade meal, cooking guide","Here’s a cooking tutorial where I walk you through ingredients, preparation, and plating.","Amazing content, keep it up! | Loved this video! | This was super entertaining. | Great explanation, very helpful. | High quality and well presented.",663,34,22,30,47.41,6,0.5,0,Average,1.0,0.7310585786300049,0.9986476302146912,0.5,0.004666919354349375,0.9183709147392852,0.15326684354804457,0.5358188791436649,0.8263987957603282,1.0652797591520657,False,0.12055667337357479,0.003688799463447351,0.005030181086519115,0.48963999999999996,0.12383561643835618,0.056994818652849714,0.02985074626865671,0.006493506493506536,0.2670651148159798,0.5,1.0,0.2912152064901541,0.0,0.26706511481597967,0.31899059537547586,3.8652747353824006,631.4234073296275
2015,10,8237,"baking, kitchen tips","In this video I’m preparing a homemade dish, explaining each step so you can follow along easily.","Disliked the presentation style. | Not useful at all. | Too repetitive and unoriginal. | Poor quality, needs improvement. | Really boring, I didn't enjoy this.",500,34,50,65,61.7,6,0.5,0,Average,1.0,0.5,0.9728801846504211,0.5,0.0054025547578930855,0.8310161292552948,0.15378178833052517,0.49239895879290996,0.7453651302066508,1.0490730260413301,False,0.0708995993687022,0.006070171178827243,0.007891222532475416,0.5468,0.03452054794520551,0.056994818652849714,0.23880597014925373,0.12012987012987011,0.7165775401069521,0.5,0.0,0.7468347083164891,0.336714584774473,0.7165775401069513,0.36222073233605123,3.8652747353824006,716.9949595154933
2016,9,14834,"cover, guitar, music",Here’s my version of a song on guitar — hope you like the performance.,"High quality and well presented. | Great explanation, very helpful. | Amazing content, keep it up! | This was super entertaining. | Loved this video!",764,136,80,134,65.58,9,0.5,0,Average,1.0,0.5,0.025840042158961296,0.5,0.002834543352946639,0.16808802951127289,0.15198418034706265,0.16003610492916776,0.12508346858927916,0.9250166937178559,True,0.06606444654172847,0.005393016044222732,0.009033301874073075,0.5623199999999999,0.19835560123329907,0.9399999999999998,0.6956521739130435,0.41007194244604317,0.9007021063189569,0.5,0.18218560765162473,0.7278194756272219,0.2879129306371282,0.900702106318956,0.5735013855586435,3.992410620626248,1099.0626154165786
2017,15,7279,"fitness, soccer, training",In this fitness video I’ll demonstrate drills that improve soccer performance.,"Poor quality, needs improvement. | Not useful at all. | Disliked the presentation style. | Really boring, I didn't enjoy this. | Too repetitive and unoriginal.",757,67,42,107,47.29,8,0.5,0,Average,1.0,0.5,0.02065187320113182,0.5,0.00035452720476314425,0.16445631124079227,0.15024816904333418,0.15735224014206323,0.12007462933318093,0.9240149258666362,False,0.11897238631680176,0.005770023354856436,0.014699821404039016,0.48916,0.5639300134589501,0.7380952380952381,0.3918918918918919,0.7474747474747474,0.28637951105937137,0.5,0.9643582368263612,0.8004388571163394,1.0,0.28637951105937126,0.5291582631198976,3.2731911789273225,1236.9079376182738
2018,14,24354,"adventure, vlog",Travel with me as I document my journey and show you the sights I visited.,"This was super entertaining. | Amazing content, keep it up! | Loved this video! | Great explanation, very helpful. | High quality and well presented.",2013,81,180,139,41.42,1,0.5,0,Average,1.0,0.5,0.002197550144046545,0.5,0.006623918190598488,0.1515382851008326,0.15463674273341893,0.15308751391712577,0.11211546230113985,0.922423092460228,True,0.09337275190933728,0.007390983000739098,0.005707481317237415,0.46568,0.8641509433962264,0.3434343434343434,0.9885057471264368,0.3714285714285714,0.14352256186317325,0.5,0.5689276182857614,0.9692491588937835,0.0,0.14352256186317294,0.4934127193225089,7.2827370519842285,518.3688277857924
2019,10,18968,"baking, kitchen tips","Here’s a cooking tutorial where I walk you through ingredients, preparation, and plating. (variant 2)","Too repetitive and unoriginal. | Disliked the presentation style. | Really boring, I didn't enjoy this. | Poor quality, needs improvement. | Not useful at all.",1383,83,57,243,70.71,6,0.5,0,Average,1.0,0.7310585786300049,0.9983569383621216,0.5,0.0020377659238874912,0.9181674304424866,0.15142643614672124,0.5347969332946039,0.8244915601533117,1.0648983120306623,True,0.08029312526360186,0.0030050611556305356,0.012811050189793336,0.58284,0.5183561643835617,0.310880829015544,0.29104477611940294,0.6980519480519479,1.0,0.5,0.18916792991020615,0.16039795306637175,0.9157267235664931,1.0,0.5638575102704492,3.8652747353824006,1116.1232824569327
2020,8,13264,"makeup, skincare",Here’s a step-by-step guide to achieving this makeup look.,"Great explanation, very helpful. | This was super entertaining. | Loved this video! | Amazing content, keep it up! | High quality and well presented.",704,99,38,129,68.17,3,0.5,0,Average,1.0,0.7310585786300049,0.9777387976646423,0.5,0.0942121371626854,0.9037347319542511,0.21594849601387978,0.5598416139840654,0.8712319102620649,1.074246382052413,True,0.06340470446320869,0.002864897466827503,0.009725572979493365,0.57268,0.5965116279069768,0.5798319327731093,0.017543859649122803,0.5488721804511278,1.0,0.5,1.0,0.0,0.4832975422617079,1.0,0.6076793214225715,2.148473844072521,1731.2410473316088
2021,4,16946,"travel diary, exploring",In this vlog I’m taking you with me on an adventure to discover amazing places. (variant 2),"Amazing content, keep it up! | Great explanation, very helpful. | High quality and well presented. | This was super entertaining. | Loved this video!",619,144,46,107,46.14,1,0.5,0,Average,1.0,0.2689414213699951,0.004566936753690243,0.5,0.002351455856114626,0.0838792821385817,0.15164601909928024,0.11776265061893097,0.046189428003715866,0.9092378856007431,False,0.04773987961760887,0.0027145048979110116,0.006314174436445179,0.48456,0.20660377358490567,0.6616161616161617,0.2183908045977011,0.2698412698412698,0.28093158660844253,0.5,0.0,0.10732556191479817,0.07385835860040255,0.28093158660844236,0.35359919505336906,7.2827370519842285,371.4837357607878
2022,6,3420,"hockey, nhl, sports",In this video I’ll discuss hockey strategies and show key sports moments.,"Not bad, could be better. | Thanks for sharing. | Interesting perspective. | This was okay overall. | I learned something new.",108,25,8,30,64.5,10,0.5,0,Average,1.0,0.5,0.007957551628351212,0.5,0.00016409852833021432,0.15557028613984583,0.15011486896983114,0.1528425775548385,0.11165834282456814,0.9223316685649137,False,0.0412280701754386,0.0023391812865497076,0.008771929824561403,0.558,0.0,0.0,0.0,0.0,0.9110699397869384,0.5,0.0,0.0,0.15485021737425284,0.9110699397869394,0.3572139879573877,2.050369378893417,1332.9673625748962
2023,1,12834,"fps, gaming highlights",Here’s a ranked gaming match with commentary on positioning and decision making. (variant 2),"Disliked the presentation style. | Too repetitive and unoriginal. | Poor quality, needs improvement. | Not useful at all. | Really boring, I didn't enjoy this.",1055,56,67,113,39.14,12,0.5,0,Average,1.0,0.5,0.18871116638183594,0.5,0.0010368615621700883,0.28209781646728516,0.15072580309351905,0.2164118097804021,0.2302962367234408,0.9460592473446882,False,0.09178743961352658,0.005220508025557114,0.008804737416238117,0.45656,0.7046413502109705,0.2962962962962963,0.5319148936170213,0.3467741935483871,0.05132275132275125,0.5,0.0,0.0,0.0,0.051322751322751596,0.36730129770589187,1.992775840477299,987.1547048691749
2024,8,22277,"skincare, makeup haul",In this video I’ll share a makeup tutorial with tips for beginners.,"Disliked the presentation style. | Really boring, I didn't enjoy this. | Poor quality, needs improvement. | Not useful at all. | Too repetitive and unoriginal.",1051,85,67,166,67.94,3,0.5,0,Average,1.0,0.7310585786300049,0.1628386527299881,0.5,0.0004436904564499855,0.33330463049999315,0.150310583319515,0.24180760690975406,0.2776918679089587,0.9555383735817917,True,0.054001885352605826,0.0030075862997710643,0.007451631727790995,0.57176,1.0,0.46218487394957986,0.5263157894736843,0.8270676691729323,0.9909377462568951,0.5,0.5793785008621164,0.04485257671524224,0.0,0.990937746256896,0.6860571800923553,2.148473844072521,2198.8515945194467
2025,13,4703,"jokes, memes",Laugh with me as I go through some hilarious memes and funny moments.,"Not useful at all. | Disliked the presentation style. | Really boring, I didn't enjoy this. | Too repetitive and unoriginal. | Poor quality, needs improvement.",554,31,32,37,63.11,4,0.5,0,Average,1.0,0.11920292202211755,0.00012339935346972197,0.5,0.0007523935055360198,0.03584725615406407,0.1505266754538752,0.09318696580396964,0.0003243548308320464,0.9000648709661664,False,0.13119285562406974,0.006804167552625983,0.007867318732723793,0.55244,0.154911838790932,0.026315789473684275,0.14569536423841056,0.0,0.9465431218816822,0.5,1.0,0.888709890529468,0.28937990986990275,0.9465431218816822,0.46647460783716543,5.757026037420992,619.944742053814
2026,13,4659,"comedy, funny skit",Laugh with me as I go through some hilarious memes and funny moments. (variant 2),"Not useful at all. | Disliked the presentation style. | Too repetitive and unoriginal. | Poor quality, needs improvement. | Really boring, I didn't enjoy this.",185,41,10,43,42.89,4,0.5,0,Average,1.0,0.11920292202211755,0.00012111706018913537,0.5,0.0007200525142252445,0.03584565854876765,0.15050403675995766,0.09317484765436265,0.0003017389882775408,0.9000603477976555,False,0.0506546469199399,0.0021463833440652502,0.009229448379480575,0.47156,0.0,0.09210526315789477,0.0,0.024390243902439063,0.22594440484675707,0.5,0.0,0.0,0.43294942491150157,0.22594440484675676,0.22999632641222686,5.757026037420992,305.6651120026787
2027,3,11431,"jokes, memes","Enjoy a set of jokes, memes, and funny clips I’ve put together.","Really boring, I didn't enjoy this. | Poor quality, needs improvement. | Too repetitive and unoriginal. | Disliked the presentation style. | Not useful at all.",808,52,49,167,46.35,4,0.5,0,Average,1.0,0.2689414213699951,0.0001349167723674327,0.5,0.00033165205968543887,0.08077686815165573,0.1502321564417798,0.11550451229671777,0.04197511291290098,0.9083950225825802,False,0.07952060187210218,0.004286589099816289,0.014609395503455516,0.4854,0.26154492023509657,0.16447368421052633,0.2582781456953642,0.5284552845528455,0.34925160370634367,0.5,0.3584131732828333,0.4083534010459821,1.0,0.34925160370634345,0.3879249726562398,5.757026037420992,515.5522788789292
2028,2,21267,"bible, prayer",Join me for a time of scripture reading and prayer together.,"This was okay overall. | I learned something new. | Interesting perspective. | Thanks for sharing. | Not bad, could be better.",1393,75,103,204,56.84,2,0.5,0,Average,1.0,0.5,0.005054788198322058,0.5,0.0036448435857892036,0.15353835173882543,0.15255139051005243,0.15304487112443893,0.11203587897226806,0.9224071757944536,True,0.07387031551229604,0.004843184276108525,0.009592326139088728,0.52736,0.5805727119595733,0.3852459016393443,0.5833333333333334,0.5445859872611465,0.7930097087378641,0.5,0.25809257921195816,0.463921889525264,0.4198278475974589,0.7930097087378642,0.5533372976789628,5.8470255636666275,724.0659396018999
2029,8,11043,"makeup tutorial, beauty tips",I’m sharing my favorite skincare hacks and beauty advice in today’s video.,"Great explanation, very helpful. | This was super entertaining. | Amazing content, keep it up! | High quality and well presented. | Loved this video!",562,76,36,160,48.45,11,0.5,0,Average,1.0,0.5,0.001296749571338296,0.5,0.001115225488319993,0.1509077246999368,0.15078065784182398,0.1508441912708804,0.10792879738843744,0.9215857594776875,False,0.061034139273748074,0.0032599837000814994,0.014488816444806665,0.4938,0.2563897763578275,0.4819277108433735,0.35384615384615387,0.7916666666666667,0.0,0.5,0.0,0.29955702482922664,1.0,0.0,0.35374447655453467,1.9560023611323256,691.8524184549896
2030,15,10292,"soccer workout, endurance",This training session covers soccer practice routines you can try yourself.,"This was okay overall. | Interesting perspective. | Not bad, could be better. | Thanks for sharing. | I learned something new.",1002,45,43,55,61.77,8,0.5,0,Average,1.0,0.8807970779778823,0.8013104796409607,0.5,0.005598763469606638,0.8251564591420371,0.15391913442872465,0.48953779678538084,0.7400254049528948,1.048005080990579,True,0.10590750097162845,0.004178002331908278,0.005343956471045472,0.54708,0.8936742934051143,0.21428571428571427,0.4054054054054054,0.2222222222222222,0.8482731858750484,0.5,0.67316957104265,0.33943905195833163,0.0,0.8482731858750485,0.5610495563941265,3.2731911789273225,1311.453865634649
2031,15,12294,"soccer drills, fitness",Let’s train together! Today I’m going through a soccer workout to build stamina. (variant 2),"Interesting perspective. | Not bad, could be better. | I learned something new. | This was okay overall. | Thanks for sharing.",1081,43,41,70,56.73,8,0.5,0,Average,1.0,0.5,0.6960300207138062,0.5,0.2810375988483429,0.6372210144996643,0.34672631919384,0.49197366684675214,0.744571416974355,1.048914283394871,True,0.09476167236050105,0.0033349601431592645,0.00569383439075972,0.5269199999999999,1.0,0.16666666666666669,0.37837837837837834,0.3737373737373737,0.6526969344198679,0.5,0.4247526215952419,0.09532023747586033,0.037396640740333914,0.6526969344198675,0.523816978940549,3.2731911789273225,1224.4226808265562
2032,3,20864,"comedy, meme",This video is packed with comedy skits and internet humor for a good time. (variant 2),"Not useful at all. | Too repetitive and unoriginal. | Poor quality, needs improvement. | Really boring, I didn't enjoy this. | Disliked the presentation style.",1989,176,77,110,43.25,4,0.5,0,Average,1.0,0.2689414213699951,3.862650191877037e-05,0.5,0.0002047338057309389,0.08070946496234167,0.15014331366401165,0.11542638931317667,0.04182931366524725,0.9083658627330494,True,0.10745782208588957,0.0036905674846625766,0.005272239263803681,0.473,0.7573467674223343,0.9802631578947368,0.4437086092715232,0.2967479674796748,0.23877405559515336,0.5,0.705294742457277,0.2946318801170148,0.015856532903278292,0.23877405559515302,0.5003268301399723,5.757026037420992,664.9343446406879
2033,14,24081,"travel diary, exploring",Travel with me as I document my journey and show you the sights I visited. (variant 2),"Amazing content, keep it up! | Great explanation, very helpful. | Loved this video! | This was super entertaining. | High quality and well presented.",902,211,182,281,57.35,1,0.5,0,Average,1.0,0.5,0.0024561097379773855,0.5,0.0056624384596943855,0.15171927681658418,0.15396370692178607,0.1528414918691851,0.11165631663273219,0.9223312633265465,True,0.053776836510111704,0.007557825671691375,0.011668950624974046,0.5294,0.3400943396226415,1.0,1.0,0.8222222222222223,0.6072780203784571,0.5,0.07526573134796988,1.0,0.7257447364675349,0.6072780203784569,0.5979558614545356,7.2827370519842285,628.1996122747521
2034,14,12012,"adventure, trip highlights","Join me as I explore a new city, sharing highlights and travel tips along the way. (variant 2)","Really boring, I didn't enjoy this. | Not useful at all. | Poor quality, needs improvement. | Too repetitive and unoriginal. | Disliked the presentation style.",742,70,54,87,36.49,1,0.5,0,Average,1.0,0.5,0.0064430697821080685,0.5,0.014652161858975887,0.15451014884747563,0.16025651330128313,0.15738333107437938,0.12013265367294726,0.9240265307345895,False,0.0720945720945721,0.004495504495504496,0.007242757242757243,0.44596,0.264622641509434,0.28787878787878785,0.26436781609195403,0.20634920634920637,0.0,0.5,0.303642012635537,0.4355823281439745,0.18690332273041085,0.0,0.2928192103098501,7.2827370519842285,307.62958646444037
2035,15,7825,"soccer workout, endurance",I’m sharing a fitness guide that mixes soccer drills with overall conditioning.,"Disliked the presentation style. | Really boring, I didn't enjoy this. | Poor quality, needs improvement. | Too repetitive and unoriginal. | Not useful at all.",601,40,34,84,39.91,8,0.5,0,Average,1.0,0.7310585786300049,0.4820204973220825,0.5,0.0008005479467101395,0.5567319217144592,0.1505603835626971,0.3536461526385781,0.4864137457334445,0.9972827491466889,False,0.08626198083067092,0.004345047923322683,0.01073482428115016,0.45964,0.3539703903095558,0.09523809523809526,0.2837837837837837,0.5151515151515151,0.0,0.5,0.23531247185380436,0.387810263132377,0.5762019704980715,0.0,0.3143814895732994,3.2731911789273225,734.8670274952541
2036,12,24734,"bible verse, reflection",In this devotion I’ll share a verse and then guide a prayer session for encouragement.,"Interesting perspective. | This was okay overall. | Thanks for sharing. | Not bad, could be better. | I learned something new.",1692,122,140,320,41.64,2,0.5,0,Average,1.0,0.7310585786300049,0.012397212907671928,0.5,0.008970009163022041,0.2279956226243718,0.15627900641411543,0.19213731451924362,0.18499326715125367,0.9369986534302508,True,0.07900056602247918,0.005660224791784588,0.012937656666936201,0.46656,0.7484559236384054,0.7704918032786886,0.8205128205128205,0.9140127388535032,0.20271844660194172,0.5,0.3336672432330886,0.6390903577103247,0.7854979411422137,0.20271844660194166,0.5488378889094725,5.8470255636666275,718.1782673773826
2037,1,24017,"fps, gaming highlights",Jump into the action with me as I play an FPS match and talk through strategies. (variant 3),"Not bad, could be better. | I learned something new. | Interesting perspective. | Thanks for sharing. | This was okay overall.",808,133,144,200,48.38,7,0.5,0,Average,1.0,0.5,0.6483029127120972,0.5,0.005687553435564041,0.603812038898468,0.15398128740489483,0.3788966631516814,0.5335382316249265,1.0067076463249853,True,0.045176333430486736,0.005995753008285798,0.008327434733730274,0.49352,0.1537369914853359,0.4269662921348315,1.0,0.5614035087719298,0.4947916666666668,0.5,0.0,0.9819442254115206,0.28820851140012,0.4947916666666669,0.47962968672984646,3.306345891860704,554.9462761794118
2038,12,11942,"bible study, scripture reading",Today we’ll read a passage from the Bible and reflect on its meaning in our lives.,"Amazing content, keep it up! | Great explanation, very helpful. | This was super entertaining. | High quality and well presented. | Loved this video!",567,84,71,89,36.42,2,0.5,0,Average,1.0,0.5,0.0015290863811969757,0.5,0.00021015392849221826,0.1510703604668379,0.15014710774994455,0.1506087341083912,0.10748936873902412,0.9214978737478049,False,0.06045888460894323,0.0059454027801038355,0.0074526879919611455,0.44567999999999997,0.1167883211678832,0.45901639344262296,0.3782051282051282,0.17834394904458595,0.0,0.5,0.060526323421592636,0.700230766803312,0.18594910978690865,0.0,0.28329189395668103,5.8470255636666275,370.6997743324986
2039,9,6314,"music cover, acoustic guitar",Sit back and enjoy as I perform an acoustic guitar cover of a popular song. (variant 2),"Really boring, I didn't enjoy this. | Not useful at all. | Disliked the presentation style. | Too repetitive and unoriginal. | Poor quality, needs improvement.",726,42,16,77,68.55,9,0.5,0,Average,1.0,0.5,0.002566638868302107,0.5,0.0007820949540473521,0.15179664720781147,0.15054746646783315,0.1511720568378223,0.10854068585998496,0.9217081371719971,False,0.12416851441241686,0.0025340513145391194,0.012195121951219513,0.5742,0.17882836587872558,0.0,0.0,0.0,1.0,0.5,0.9132479010673807,0.0,0.681544808726706,1.0,0.4568101896625892,3.992410620626248,875.4346797444136
